test/uf20-0160.cnf	20	91	 SATISFIABLE	91	14	0.030955791		4.55
test/uf20-0162.cnf	20	91	 SATISFIABLE	91	16	0.044470549		
test/uuf50-03.cnf	50	218	 UNSATISFIABLE	217	36	4.46414113		
test/uf20-0161.cnf	20	91	 SATISFIABLE	91	18	0.034742117		
test/uuf50-01.cnf	50	218	 UNSATISFIABLE	216	28	5.417712927		
test/uf50-02.cnf	50	218	 SATISFIABLE	218	38	7.93409276		
test/100.420.604335459.cnf	100	420	 SATISFIABLE	420	75	12.94958854		
test/uuf50-09.cnf	50	218	 UNSATISFIABLE	217	35	23.70441198		
test/100.420.143200046.cnf	100	420	 SATISFIABLE	420	74	55.62404156		
test/uf50-010.cnf	50	218	 SATISFIABLE	218	38	3.765310049		
test/uuf75-06.cnf	75	325	 UNSATISFIABLE	318	40	59.6006031		
test/100.430.165418000.cnf	100	430	 SATISFIABLE	430	71	60.42751718		
test/100.450.562677102.cnf	100	450	 UNSATISFIABLE	439	55	368.3499787		
test/100.410.1198757303.cnf	100	410	 SATISFIABLE	410	57	6.882820368		
test/100.410.703539617.cnf	100	410	 SATISFIABLE	410	58	3.168195963		
test/uf75-010.cnf	75	325	 SATISFIABLE	325	54	2.988476515		
test/100.450.975684953.cnf	100	450	 UNSATISFIABLE	444	59	484.3362761		
test/100.410.865550131.cnf	100	410	 SATISFIABLE	410	57	17.79432201		
test/uuf75-05.cnf	75	325	 UNSATISFIABLE	324	47	147.0314946		
test/100.410.493366755.cnf	100	410	 SATISFIABLE	410	74	678.5786126		
test/uf75-09.cnf	75	325	 SATISFIABLE	325	62	13.94555688		
test/100.430.1230680788.cnf	100	430	 SATISFIABLE	430	70	754.4252789		
test/100.460.1034670663.cnf	100	460	 UNSATISFIABLE	456	62	826.8872404		
test/uf20-0156.cnf	20	91	 SATISFIABLE	91	17	0.029077768		
test/100.410.1167671470.cnf	100	410	 SATISFIABLE	410	82	1139.189553		
test/100.410.699718290.cnf	100	410	 UNSATISFIABLE	409	80	1401.778887		
test/100.460.90785379.cnf	100	460	 SATISFIABLE	460	62	1429.711867		
test/100.430.297670159.cnf	100	430	 SATISFIABLE	430	76	27.62305641		
test/uf20-0165.cnf	20	91	 SATISFIABLE	91	18	0.013699293		
test/100.440.810950830.cnf	100	440	 UNSATISFIABLE	427	49	1457.196696		
test/100.430.676259029.cnf	100	430	 SATISFIABLE	430	74	35.4293232		
test/100.450.27782894.cnf	100	450	 UNSATISFIABLE	441	56	814.0235193		
test/100.420.529185557.cnf	100	420	 SATISFIABLE	420	72	527.3382835		
test/100.430.1295553926.cnf	100	430	 SATISFIABLE	430	66	911.3771992		
test/100.440.1369153400.cnf	100	440	 UNSATISFIABLE	436	72	1848.552683		
test/100.440.365145208.cnf	100	440	 UNSATISFIABLE	433	57	1387.210275		
test/100.420.250339992.cnf	100	420	 SATISFIABLE	420	69	550.8335667		
test/100.460.852152153.cnf	100	460	 SATISFIABLE	460	72	235.7128139		
test/100.430.1362651598.cnf	100	430	 SATISFIABLE	430	71	1735.287915		
