0, 81
1, 82
2, 84
3, 83
4, 83
5, 83
6, 83
7, 83
8, 83
9, 84
10, 84
11, 84
12, 84
13, 84
14, 84
15, 85
16, 85
17, 85
18, 87
19, 87
20, 83
21, 83
22, 83
23, 83
24, 82
25, 82
26, 82
27, 83
28, 83
29, 83
30, 83
31, 83
32, 83
33, 83
34, 83
35, 83
36, 84
37, 84
38, 82
39, 82
40, 82
41, 82
42, 83
43, 85
44, 85
45, 85
46, 85
47, 85
48, 86
49, 84
50, 86
51, 87
52, 87
53, 85
54, 85
55, 85
56, 86
57, 85
58, 86
59, 87
60, 86
61, 86
62, 88
63, 88
64, 88
65, 89
66, 89
67, 89
68, 89
69, 89
70, 89
71, 89
72, 89
73, 89
74, 89
75, 89
76, 89
77, 89
78, 89
79, 89
80, 88
81, 88
82, 88
83, 88
84, 89
85, 89
86, 89
87, 90
88, 90
89, 90
90, 90
91, 90
92, 90
93, 90
94, 90
95, 90
96, 90
97, 90
98, 90
99, 88
100, 90
101, 90
102, 90
103, 90
104, 90
105, 90
106, 90
107, 89
108, 89
109, 89
110, 89
111, 89
112, 89
113, 89
114, 89
115, 88
116, 88
117, 88
118, 88
119, 88
120, 88
121, 88
122, 88
123, 87
124, 88
125, 88
126, 88
127, 88
128, 88
129, 88
130, 88
131, 88
132, 88
133, 89
134, 89
135, 87
136, 86
137, 86
138, 86
139, 86
140, 86
141, 87
142, 87
143, 89
144, 89
145, 89
146, 89
147, 89
148, 89
149, 89
150, 89
151, 89
152, 89
153, 89
154, 89
155, 88
156, 88
157, 88
158, 88
159, 88
160, 88
161, 88
162, 88
163, 88
164, 88
165, 88
166, 88
167, 88
168, 88
169, 89
170, 89
171, 89
172, 90
173, 90
174, 89
175, 89
176, 89
177, 89
178, 88
179, 88
180, 88
181, 88
182, 88
183, 88
184, 88
185, 88
186, 88
187, 88
188, 88
189, 88
190, 88
191, 88
192, 88
193, 88
194, 89
195, 89
196, 89
197, 89
198, 89
199, 89
200, 89
201, 88
202, 88
203, 88
204, 88
205, 88
206, 89
207, 89
208, 89
209, 86
210, 86
211, 86
212, 86
213, 87
214, 87
215, 87
216, 87
217, 87
218, 87
219, 87
220, 87
221, 88
222, 88
223, 88
224, 89
225, 89
226, 89
227, 88
228, 88
229, 88
230, 88
231, 88
232, 88
233, 88
234, 88
235, 88
236, 88
237, 88
238, 88
239, 88
240, 88
241, 88
242, 88
243, 87
244, 87
245, 87
246, 87
247, 87
248, 86
249, 86
250, 87
251, 87
252, 87
253, 88
254, 89
255, 89
256, 88
257, 89
258, 89
259, 89
260, 89
261, 89
262, 88
263, 86
264, 87
265, 88
266, 88
267, 88
268, 88
269, 88
270, 88
271, 88
272, 87
273, 88
274, 88
275, 88
276, 86
277, 86
278, 86
279, 86
280, 86
281, 86
282, 86
283, 86
284, 86
285, 85
286, 84
287, 86
288, 86
289, 88
290, 88
291, 88
292, 88
293, 86
294, 86
295, 87
296, 86
297, 86
298, 86
299, 86
300, 87
301, 87
302, 87
303, 87
304, 86
305, 86
306, 86
307, 86
308, 86
309, 86
310, 86
311, 86
312, 86
313, 86
314, 86
315, 86
316, 86
317, 87
318, 87
319, 87
320, 87
321, 88
322, 88
323, 88
324, 88
325, 88
326, 88
327, 88
328, 87
329, 87
330, 87
331, 87
332, 87
333, 88
334, 88
335, 88
336, 87
337, 87
338, 87
339, 87
340, 87
341, 87
342, 88
343, 88
344, 88
345, 88
346, 88
347, 88
348, 88
349, 88
350, 88
351, 88
352, 88
353, 88
354, 88
355, 88
356, 88
357, 88
358, 88
359, 88
360, 88
361, 88
362, 88
363, 88
364, 88
365, 88
366, 88
367, 88
368, 88
369, 88
370, 88
371, 88
372, 88
373, 88
374, 88
375, 88
376, 88
377, 88
378, 88
379, 88
380, 88
381, 88
382, 88
383, 88
384, 88
385, 88
386, 88
387, 88
388, 88
389, 88
390, 88
391, 88
392, 88
393, 88
394, 87
395, 87
396, 87
397, 87
398, 87
399, 87
400, 87
401, 87
402, 87
403, 87
404, 87
405, 87
406, 88
407, 88
408, 89
409, 89
410, 89
411, 89
412, 89
413, 89
414, 88
415, 87
416, 87
417, 87
418, 87
419, 87
420, 87
421, 87
422, 87
423, 87
424, 87
425, 87
426, 87
427, 87
428, 88
429, 89
430, 89
431, 89
432, 89
433, 89
434, 89
435, 89
436, 89
437, 89
438, 89
439, 89
440, 89
441, 89
442, 89
443, 89
444, 89
445, 89
446, 89
447, 89
448, 88
449, 88
450, 88
451, 88
452, 88
453, 87
454, 87
455, 87
456, 87
457, 87
458, 87
459, 87
460, 87
461, 87
462, 87
463, 85
464, 85
465, 85
466, 85
467, 84
468, 85
469, 84
470, 86
471, 86
472, 87
473, 87
474, 87
475, 87
476, 87
477, 87
478, 87
479, 87
480, 87
481, 87
482, 87
483, 87
484, 89
485, 89
486, 91
